,consistentinconsistent,femininemasculine,beneficialharmful,demotivatemotivate,ethicalunethical,satisfiedunsatisfied,flexiblerigid,amateurprofessional,privatepublic,modernoutdated,foreignersnatives,internationallocal,sustainableunsustainable,analoguedigital,conservativeprogressive,globallylocally,individualismteamwork,biasunbias,communicativeuncommunicative,obscuritytransparency,followerinnovator,longtermshortterm,marketingsecret,diversityuniformity,managerworker,declinegrowth,demandsupply,problemsolution,intangibletangible,lossprofit,diplomaticundiplomatic,rewardingunrewarding,autonomousmicromanagement,productservice,ambiguityclarity,seasonaltemporary,impulsivestrategic,mistrusttrust,goaltask,nonrenewablerenewable,advertisingsecretive,innovativetraditional,purchasersupplier,corruptionintegrity,corporateindividual,insidersoutsiders,economicoverpriced,consultantemployees,environmentpollution,connecteddisconnected,costrevenue,discriminationimpartial,collaborationsilo,challengeobscurity,essentialluxury,commitmentrejection,childchildless,riskysecure,localwidespread,artisanalfinancial,demandingeffortless,leasesell,naturaltechnical,onlinestore,familywork,spectatorsstakeholders,majorityminorities,isolatingsocial,detailsoutlines,goodiessalary,allianceproprietorship,physicalremote,credibledeceptive,dependentindependent,bankruptcyprosperity,pressurerelax,opportunitythreat,criminalrightful,neglectresponsible,disorderorder,captivefreedom
Lloyds_Banking_Group,-0.12735377,-0.17437653,0.008916767,0.14872883,0.23485918,0.25278342,0.043450825,0.0720426,0.19687633,0.049841736,0.04807183,-0.13630196,-0.08860403,0.12773353,0.023031056,-0.079094976,-0.037367422,-0.23649882,0.031382557,-0.17191921,-0.022142153,-0.14140195,0.017215237,0.2140771,0.1781321,0.18902996,0.05508991,-0.07376723,-0.03995542,-0.17378448,0.08163283,0.009714283,-0.062028468,0.08606308,-0.070310816,-0.2238844,0.015036414,-0.003531294,-0.07223567,-0.15510215,-0.006340474,-0.057070777,0.0219158,0.0779151,0.045921847,-0.0008649837,0.18658236,-0.12521827,0.05873561,-0.060762282,0.14041299,0.038667187,-0.01796974,-0.06405728,0.03168657,0.006704784,-0.086475514,0.12005574,-0.15029886,-0.067195415,-0.06276742,-0.08306337,0.055918608,0.043139905,0.013146505,-0.024712374,-0.047114026,-0.06031017,-0.010400283,-0.018395048,-0.06856284,-0.025187906,-0.024723869,0.045839716,0.24741359,0.23578455,0.08803104,-0.13818592,0.09979877,0.10063271,0.08464196
Swiss_Re,-0.08125684,-0.07777741,0.14124228,0.07917536,0.24481988,0.25271314,0.116177596,-0.10720229,0.14854527,-0.19885416,0.016295591,-0.10896195,0.22226137,0.03603396,0.10466621,0.4083502,-0.118235834,-0.13947202,0.0040342137,-0.088215314,0.099191196,-0.16491783,-0.0459772,0.12316188,0.016614743,0.0941846,-0.029198842,-0.15281902,0.06754229,-0.1760176,0.030087085,-0.085399084,0.02408311,0.034499075,0.10230164,0.020186849,-0.12229189,-0.017490635,0.010575781,0.011783287,-0.021209646,0.039748736,0.1292963,-0.02776232,0.094297156,-0.07596614,0.16749898,0.0199084,-0.08792083,-0.050063424,0.16620816,0.121581234,-0.0028618188,-0.02787416,-0.014539677,-0.10678563,-0.0068417583,0.22584167,-0.11403012,-0.040120736,-0.0028876185,0.047494896,0.20470847,-0.006287294,-0.04264264,0.06076016,0.0058316975,0.085914195,0.14992958,-0.038506825,-0.03263894,0.035536792,-0.033479653,-0.07199128,0.047587015,-0.020255879,-0.04048142,-0.04413143,0.0568856,-0.020684225,0.12804405
Sberbank,-0.0914329,-0.2253371,0.101040155,0.1611603,-0.09316742,0.086666316,0.06655078,-0.13113616,0.1480327,-0.032243107,0.103863895,-0.16301598,-0.013368553,0.023323817,0.1352935,0.1288507,0.14444429,-0.14893316,0.028082037,-0.109881185,-0.07416158,-0.029071923,-0.17153879,-0.037597008,0.039798014,0.20247927,-0.25271222,-0.037242915,0.037368607,-0.25229484,0.07652271,0.15075912,0.114453994,0.060141355,0.040972218,0.102059655,-0.19268256,0.060780816,-0.01372731,-0.1237321,0.11504529,0.0072890753,0.08733361,0.1433971,0.030568544,0.0027363,0.1900101,-0.17256634,0.07828469,-0.0071942173,0.0978162,-0.06319637,-0.034373768,-0.12174968,-0.07727449,-0.13607953,-0.092023544,0.081371516,-0.005809305,-0.04029012,-0.110503726,-0.06535069,-0.023025772,-0.009544125,-0.033080664,-0.007285242,-0.0584513,-0.022255626,0.046116333,-0.09004608,0.07473305,0.10492862,0.030110015,0.16756293,0.24923497,0.12839371,0.13596213,-0.1487589,0.090808325,0.013716046,0.017828908
Tyson_Foods,-0.21739109,-0.172965,0.22753417,-0.027205551,0.03195318,0.09026901,-0.108756654,0.030193591,-0.040871907,0.0082887765,0.08926664,-0.030253574,0.17428733,-0.09816869,0.06754599,-0.013747389,-0.020626843,-0.16281714,0.08687785,-0.041128587,-0.08050406,-0.13408947,0.05211192,0.22633795,-0.22556977,0.12272516,-0.047059674,0.011736036,0.04079764,-0.20982845,0.0038728856,0.13453428,-0.09275357,0.052689936,0.07524615,0.028516391,0.105714485,0.041417904,-0.15769777,-0.09197171,-0.00453994,0.08477087,-0.08770796,-0.15884852,0.22343771,-0.026900072,0.107198596,-0.15621537,-0.17821057,0.069970444,-0.10510915,0.13803208,-0.20884968,-0.04027767,0.079876974,-0.008500235,-0.068239644,-0.020123193,0.007908691,0.07396238,-0.04203656,-0.05698654,0.09567265,-0.14016607,0.07371506,-0.006449517,0.04943134,0.14859693,0.05658109,-0.114127345,0.13680914,0.09089536,-0.15395899,-0.05866317,0.118654676,0.21957915,0.10052261,-0.03426885,0.08478652,-0.08916037,-0.060550544
Hanwha,-0.1647883,-0.20975253,-0.1835628,0.18651202,0.14260909,-0.16829266,-0.0075360565,0.04391169,0.12506917,0.07985807,0.38684687,-0.12701292,0.19917895,0.04292061,0.13842925,0.076302774,-0.16203113,-0.0163188,0.13419558,0.042075474,-0.16500802,-0.025323007,0.036417086,-0.10125036,-0.024905268,0.12544902,-0.14101084,-0.09661119,0.07263758,-0.10984237,0.132383,0.06262358,0.08170917,0.029788276,0.084176004,0.1659025,0.034469694,0.044671655,-0.099357076,-0.099309854,-0.1903266,0.081539236,0.15198112,0.0013453119,0.15209678,-0.019458372,-0.15236002,0.022854146,-0.13611034,0.06412755,-0.1660495,0.03232017,-0.10644231,0.054579906,-0.06385817,0.009360426,0.04868632,-0.045559973,-0.0043190117,-0.13056363,0.06257479,-0.012382809,0.07833683,-0.007379324,0.11301772,-0.057704896,0.06090953,0.083965726,0.0062337266,-0.07729046,0.067416936,0.16583037,0.044888336,0.114793584,-0.061376233,0.047663245,0.12683496,-0.00069402414,0.004178228,-0.025819654,-0.05072927
Continental,0.07338957,-0.2932026,-0.04900221,0.04095407,-0.063112155,0.18894476,0.09615366,0.06488871,-0.009151859,-0.019576833,-0.17009129,0.20476471,-0.012123832,0.12196704,0.02884093,-0.027147278,0.12044134,-0.038859703,0.20965052,-0.040953968,-0.020066964,0.044722073,0.029413514,-0.11977439,0.011701788,-0.10256376,0.19347337,0.042737197,-0.0090371715,-0.08948173,0.30060905,-0.18440284,-0.03836436,-0.114345364,0.011991136,0.124417834,0.005305747,-0.055980533,-0.029346436,0.16728364,-0.0711834,0.039517216,-0.14478181,0.0013222302,-0.031897634,0.020553762,-0.0020906432,-0.2173345,-0.18134947,-0.049542096,0.050847348,0.20251039,-0.082785204,0.04399852,-0.16751233,-0.036092404,-0.049780663,0.03170271,0.14837925,-0.03434937,-0.18698756,0.09690649,0.045463357,0.0666813,0.0025690189,0.003571673,0.14042042,-0.044274796,0.1304139,-0.07230314,0.17515768,0.07073149,0.09449233,-0.012149882,0.22010076,0.03439445,0.11533716,-0.09550113,-0.071466595,0.043827143,0.031909555
Progressive,0.039349508,0.03777132,-0.22130704,-0.024559075,-0.08932722,-0.10971693,-0.16367649,-0.056002006,0.16600324,-0.049545236,-0.09779171,-0.07931766,-0.16456473,-0.12298871,-0.17933293,-0.21456991,0.2014729,-0.13630976,0.18006964,0.00096883875,0.02807975,-0.2918393,-7.521336e-05,0.117316306,-0.03674842,-0.042458553,0.004061571,0.005818441,-0.22674318,-0.02085156,0.083397694,0.09827642,0.11785306,0.11424446,-0.031671572,0.03747381,-0.11548402,-0.14185862,-0.041501984,-0.0902665,-0.0015664448,0.045724533,0.056302685,0.029538656,-0.10353195,0.18795966,0.074182354,0.044867147,0.08632796,-0.17148738,0.19079098,0.043805346,-0.030799294,0.010795676,0.034112584,-0.12130059,-0.09794002,-0.0035088072,0.05567268,0.02829523,-0.01353143,0.028189313,0.08233924,-0.09192072,-0.02886094,-0.10271336,0.11713935,-0.14828652,0.048437484,-0.086008094,0.1613186,-0.014206776,-0.16280997,-0.24091084,0.029554835,-0.011325767,-0.020723501,-0.12213394,-0.10971544,0.134287,-0.0019026587
Sanofi,-0.07414873,0.19461928,0.2060692,0.04052593,0.0461677,0.15226893,0.14036492,-0.07957239,-0.040011603,-0.090022445,0.08021357,-0.09507277,0.089405276,0.11601044,0.105254434,0.22069064,-0.0032626733,-0.19068313,0.07110678,-0.04841986,-0.23856905,-0.0049127755,-0.104603425,0.12036967,-0.07420428,-0.038447767,-0.19897051,0.115422614,-0.038541898,-0.23869352,0.050481435,-0.24812463,-0.07649867,0.21072425,0.06546065,0.027361304,0.09045798,-0.035934478,0.022302523,-0.057669334,0.0830815,-0.02394634,0.13098478,0.018829016,0.11788942,-0.099640764,0.045697752,-0.08354222,-0.10902101,0.05403187,-0.048902843,-0.06403702,-0.019109052,0.09626071,0.00328208,-0.2758328,-0.068178274,0.13544351,0.0064283316,0.14770856,-0.018838644,-0.014083342,0.026400482,-0.043015342,0.07944482,-0.023931852,0.048072957,0.06883548,0.08796662,-0.1451837,0.27889177,0.06454957,0.069165975,0.057315413,0.033109542,0.10342734,0.059502482,-0.025108155,0.08232435,-0.077459686,-0.05647872
Petronas,-0.012276743,-0.26918504,0.019711992,0.09882988,-0.035083294,0.21974672,0.015111326,0.047072805,0.10283849,0.0671331,0.30873853,-0.0016534429,-0.07966121,0.21080476,0.123518355,0.040412005,-0.13947998,-0.071230374,-0.11511292,-0.09845358,0.086595125,-0.05276634,0.14482449,0.0060640727,0.15077879,0.02754746,-0.094959356,-0.036351126,0.1238324,-0.25754642,-0.024108004,-0.086523615,0.13037148,-0.024242612,0.14694619,-0.31731468,-0.1072752,0.11011107,0.024257293,-0.15623365,0.097551465,0.041515626,-0.13194776,0.0771559,-0.13283871,-0.09509731,0.024493385,-0.07235005,-0.08112268,-0.09303899,-0.040527575,0.038320404,0.1660783,0.05193515,-0.13420433,-0.015625639,0.07032211,0.022640815,0.09371006,0.038832847,-0.011406591,0.08614245,0.028897438,-0.042047862,0.033027824,-0.1196276,0.11164837,-0.028966803,0.101948485,0.08429925,-0.086468235,0.12096227,-0.023087237,0.016897148,-0.089795575,0.15468444,0.07922459,-0.14749311,0.075396925,0.0058729043,0.039741367
Nationwide,0.12960163,0.0023988516,-0.17707898,0.066742666,-0.174998,0.20443118,0.09836995,-0.043390237,0.13827099,0.0063252826,0.118208334,0.091231495,-0.028047591,-0.063323766,-0.071679644,-0.054236185,-0.025343975,-0.034724664,-0.21503606,0.029950377,0.104661606,-0.23039377,0.10997406,-0.026988432,0.14033157,0.1894166,-0.15535036,0.14126895,0.009089848,-0.21052492,0.11730858,0.028387995,0.09442587,0.046922643,-0.061312426,-0.022839813,0.14610958,0.14012854,0.074217476,-0.13012467,0.061942756,-0.06434444,-0.086418994,-0.19728242,-0.022496913,0.009457575,0.067898154,-0.13159846,0.11552581,-0.10978535,0.18313317,0.16331375,-0.07837469,0.079678796,-0.013301774,-0.0013871929,-0.037429117,-0.05554671,-0.06429086,-0.046180468,-0.0457865,0.031381313,0.23217422,0.123906255,-0.037142627,-0.050748225,0.07287054,-0.2752777,0.07655904,-0.0835283,0.08285618,-0.053373925,-0.039688423,-0.14896291,-0.01620599,0.12611616,0.06959076,0.005228129,-0.015073872,0.030457217,0.1843011
Pfizer,-0.08310234,0.06038984,0.12186411,-0.06662185,0.046027806,0.12726758,-0.0076075727,-0.11734023,0.18068291,-0.2210638,0.011179994,-0.026637338,0.092922494,0.15230335,-0.13932808,0.21965633,-0.064440876,-0.07720326,-0.02696737,-0.013381442,-0.05175798,-0.026754916,-0.04268729,0.26715648,-0.112532035,0.17777497,-0.14828895,0.078550875,0.081597775,-0.2416678,0.052095015,-0.04933683,-0.08661246,0.2805307,-0.0107233655,-0.123292975,-0.07141843,-0.021936169,0.049735714,0.03641395,0.24389033,0.03145292,0.113778666,0.008029678,0.14339112,-0.1883329,0.14551336,-0.17121021,-0.108648896,0.05241761,0.0554941,-0.036898155,0.20400883,0.014730626,0.09809286,-0.12960552,-0.010075709,0.18618459,-0.08188691,0.008904476,-0.02377586,-0.05949221,0.06615289,-0.1007328,0.050401583,-0.03311534,0.04687634,-0.034587856,0.12046033,-0.08562412,0.11170239,-0.098056436,-0.063007474,-0.03605491,0.083764575,0.10585035,0.050277945,0.029876363,0.08140292,-0.047076162,-0.029734144
Caterpillar,0.07712244,-0.2055826,0.050812446,-0.18807198,0.10178023,0.1645303,-0.0019366301,-0.26179078,0.09566295,-0.099061154,-0.012154187,-0.1931846,-0.1453862,0.040673386,-0.18286338,0.13045877,-0.18626897,0.053725682,-0.10968552,-0.027304627,0.063532576,-0.021397395,0.045339018,0.25696665,-0.13877162,-0.02017593,0.11921647,0.03001999,0.049740497,-0.08146248,0.030874357,-0.045739837,0.059336375,0.08865494,0.20630392,-0.11056315,0.0011651327,0.009375179,-0.07964434,0.054178033,0.064116575,0.0688604,-0.06990249,-0.06554755,0.18668467,-0.1384092,0.23500784,-0.22259079,-0.22289176,-0.042130426,0.009761844,-0.16002694,-0.03286704,-0.04847108,-0.16181546,-0.059177365,0.111079045,0.03335649,-0.07271741,0.078389965,0.0051359786,-0.13202924,-0.04485779,-0.07985575,-0.03535658,-0.032899614,0.07192935,0.010901159,-0.026527137,0.010361074,0.07254876,-0.062122487,-0.13483724,0.08444455,-0.05680371,0.18244311,0.09940197,-0.033777624,0.00080791407,-0.03549081,-0.057320356
TIAA,-0.019960437,-0.056990355,0.09071683,-0.10709601,0.077988476,0.045166135,-0.027754296,-0.06143655,0.052795153,-0.20317842,-0.02434985,0.01357872,-0.21793924,-0.11094799,0.043815766,0.06448557,-0.011331004,-0.030052016,-0.0027675296,-0.16885364,0.070579626,-0.22476427,0.05335025,0.26687017,0.10324418,-0.03487178,0.09070473,-0.072921865,-0.10508867,-0.06146983,0.18670502,-0.00055882265,0.13504077,0.04882279,0.19033486,0.10399037,-0.174394,-0.23079568,-0.10069787,-0.041227277,-0.002406094,0.0867152,0.08224954,-0.16538788,-0.026166767,0.06694704,-0.06618187,-0.12558764,0.08810459,0.040445246,0.074285075,0.090314254,0.06723589,-0.16743347,0.09702427,-0.08051525,-0.04103327,0.1549318,0.023344811,-0.12860224,-0.034880824,0.14702052,0.15542403,-0.08733143,-0.045016944,-0.056358717,0.0717419,0.0018459614,0.03921408,-0.15912257,-0.07303977,0.19320008,0.014169071,-0.1985772,-0.062152017,-0.1829089,-0.124114715,0.004111865,0.120661795,0.027614225,0.18004653
Pertamina,0.019865466,-0.24660827,-0.045767136,0.12193001,0.13600221,-0.07368783,0.065068565,0.1543377,0.04483119,0.005059566,0.44528946,-0.051964603,-0.12663345,-0.021506146,0.0019625102,0.041947205,-0.11076133,0.0068196906,0.018255524,-0.19524623,-0.008396605,-0.064393945,0.13301057,-0.04862565,0.0452773,0.155268,-0.20723438,-0.23176089,0.15693271,-0.21374415,0.04999736,0.02349116,0.17718959,0.0191898,0.16394855,-0.15503624,-0.05431259,0.05374708,0.065607265,-0.08540327,-0.0899017,-0.12861043,0.050710358,0.2146933,-0.09246498,0.07208917,-0.021180607,-0.014004239,-0.0614082,-0.11101242,-0.054464374,-0.025546737,-0.03564011,0.11523171,-0.058501318,-0.05251547,0.06442408,0.010188274,0.08478871,0.07882016,-0.0047453,0.06375598,0.038485434,-0.07008663,-0.05492471,-0.17072384,0.07059731,0.0042952886,0.12967063,-0.037709568,0.042432614,0.03914869,-0.07273929,0.054861136,0.021350365,0.13683231,0.09231469,-0.14425907,0.05512656,0.04803225,-0.008550005
Bunge,-0.13887922,0.04632166,0.26030368,0.020648468,-0.03252682,-0.06474793,0.0016156802,-0.11198829,0.21584801,0.009769638,-0.040201027,0.10903393,0.031691674,-0.054048374,0.029305527,0.1715349,-0.20246373,-0.113610804,0.0054069045,-0.072777756,0.030799536,-0.12958461,0.005413711,0.16955715,-0.08334812,-0.1555592,-0.09139483,0.18321183,0.05192261,-0.03322529,-0.07961263,-0.15418315,0.16410547,0.01346176,0.05538816,0.0041536456,0.101711735,0.031423423,0.01800102,-0.12999712,0.15816796,0.05890918,-0.013176187,-0.023354448,0.19863108,-0.1673568,0.0889341,-0.1488104,-0.16538112,-0.015019383,0.096149474,-0.08379313,-0.1880602,-0.13729058,-0.076664545,0.052588087,0.019041201,-0.06599483,0.03447115,0.12213979,-0.0030353023,0.07181334,0.06781939,-0.108438805,0.07240762,-0.13324636,0.16718121,0.10944279,0.06823719,-0.02312912,0.17256628,0.29939395,-0.05275452,-0.016847014,0.12641875,0.12328201,0.087436005,0.040113196,0.07514576,-0.10309428,-0.060292024
Fresenius,-0.06282778,0.008792183,0.3729743,-0.017450038,-0.0089350855,0.11703705,0.0009630321,-0.13098122,0.040726103,0.003809574,0.19913562,-0.11288826,-0.08448575,0.11237074,-0.023426898,0.17966944,-0.1569566,-0.021448383,0.018518224,-0.046699375,-0.12796183,0.047732323,0.14938252,0.11082452,-0.10121087,-0.021677613,-0.26059568,0.10342803,0.0033675972,-0.29190314,0.036008723,0.05706675,-0.08677779,0.12909214,0.20974068,-0.04908266,-0.09456715,-0.08489083,-0.059660476,-0.12198885,0.03525644,-0.018477712,-0.011854479,0.06223259,-0.021971725,-0.16036196,-0.053251196,-0.08957002,-0.1097784,-0.009195973,-0.06358671,-0.15277612,-0.039453026,-0.054303136,0.014923803,-0.121524215,-0.1226988,-0.1142606,-0.014492962,0.124578826,0.022375025,-0.0769316,0.16344742,-0.07481865,0.1484689,-0.0031408016,-0.021776795,0.010510826,0.07682425,-0.075052306,0.1529057,0.09301832,-0.050909765,0.100325145,0.11011136,0.21238005,0.0890258,0.06629255,0.07800439,-0.052518733,-0.11096859
Intesa_Sanpaolo,-0.19296253,0.09479167,0.10844851,0.3819701,0.019659532,0.020934235,0.045011267,-0.025733912,0.15230553,0.0032167973,0.1689954,-0.0063521187,0.3134376,-0.008781586,0.35406446,0.02919975,0.010231978,-0.03712057,0.12228854,-0.0575205,-0.24661441,0.034364782,-0.14390595,-0.072564095,0.11231198,-0.030195305,-0.01931347,-0.094411366,0.025504496,-0.12077214,0.08935031,-0.008037659,0.09468007,-0.04568469,-0.043627463,0.0457426,0.04934806,-0.044400882,-0.036254484,-0.073386095,0.0659307,-0.10738419,0.058995105,0.19679308,0.043835044,0.0047756615,-0.018363357,-0.032210182,-0.1138504,-0.075171776,-0.19841917,0.014964982,-0.0011855811,0.048536967,0.044701677,-0.026001,0.022454511,0.15031429,0.07374795,0.046486758,-0.03132759,-0.13268684,-0.049473874,0.037103083,0.11495371,-0.08398639,-0.004074832,-0.010223127,-0.02340454,-0.111637264,0.09071238,0.24274375,0.07824342,-0.028381554,0.1852519,-0.0050098337,0.006503481,-0.08382705,0.056793746,-0.06192139,0.050856855
Vale,0.13528278,0.05831907,-0.034936886,-0.02625433,0.021577692,-0.05821265,-0.06496163,0.016733887,0.059638705,0.047996726,0.06386024,-0.02802096,-0.11401092,0.087333955,0.0036376345,-0.056503758,-0.13559419,-0.11324898,-0.1046652,0.030261463,0.06945561,-0.12701318,0.17507428,0.17732961,-0.04089073,0.049153622,0.071796805,0.26389676,-0.17361772,-0.1126745,0.13097933,-0.26818225,-0.04986197,0.032793768,-0.092413895,0.17734778,-0.018970482,-0.16377094,0.13270308,-0.08882511,-0.25453907,0.022175683,-0.012731946,-0.035153177,0.12575905,-0.13976142,-0.06505167,-0.08850996,-0.022269735,0.0426153,0.115378514,0.12182193,-0.14936902,0.026014237,-0.04367821,-0.099982835,0.044644542,-0.114228494,0.13068932,0.10140846,0.04858637,0.21384157,0.20164025,0.16237867,-0.09492169,-0.11822837,0.2363421,-0.0060160724,0.02429194,-0.098697595,0.1825895,0.038313393,0.04303021,-0.07948239,-0.0140415635,-0.051090878,0.10386319,-0.028175114,-0.05606348,0.09179673,-0.07204016
ACS,-0.0063523334,0.14261642,-0.03635406,0.0018645898,0.013413985,-0.047145784,0.045764912,-0.32382852,0.09378523,-0.11765533,0.009860963,-0.093171716,0.036864813,0.19711854,0.16454333,-0.008207606,-0.091480196,-0.04053547,-0.10881513,-0.036067598,-0.23185834,-0.03768584,0.019142732,0.11551091,0.17191818,-0.095784105,0.025682457,0.080459595,-0.15073639,-0.22992885,0.13418016,-0.16513436,-0.016006343,-0.1361778,0.03029571,-0.11049994,0.14684992,-0.10411016,-0.032183953,0.023482904,0.019173972,-0.034886576,-0.044127982,-0.1521232,0.031913895,-0.07730348,-0.015366713,-0.2698073,-0.22555096,0.06149721,0.09047515,-0.021557152,-0.012127204,-0.004145399,0.14089066,-0.19365667,0.030975642,-0.075829074,-0.03194449,0.11919206,-0.065967344,0.07987568,0.027570548,0.17377679,0.014396216,-0.07791866,-0.042644944,-0.07367718,-0.09932686,-0.06598828,0.19968808,0.08130327,-0.025255922,0.11912793,-0.026066804,0.107772596,0.19446962,0.091780625,0.06316579,-0.046246324,0.024439396
ThyssenKrupp,-0.178771,-0.30411512,0.09063847,-0.007421759,-0.07666776,0.04322224,-0.13545246,-0.21164645,-0.11142186,0.039780702,0.06754143,-0.20216526,-0.052607473,0.21519078,0.04601274,0.1938591,-0.12998717,-0.012196588,-0.07884603,-0.1044775,-0.1273199,0.09448266,0.004419141,0.012295881,-0.0019745987,0.027833622,0.035454992,-0.008128228,0.12303852,-0.29222006,0.03451991,0.09842858,0.045163944,-0.022687681,0.05038854,-0.033742495,-0.043611027,-0.06358988,-0.050682172,-0.11440116,0.04678635,0.08947204,0.028498594,0.14591514,0.05116698,-0.10100778,0.22084288,-0.10367293,-0.1826703,-0.008050118,0.053196616,-0.045829363,-0.15401809,-0.08793113,-0.1441686,-0.05670417,-0.16493474,-0.13627033,-0.12337251,0.13297427,-0.056610644,-0.031612623,-0.0013254686,0.022939257,0.010143995,-0.027923146,0.012153294,0.07052159,0.013345197,-0.0010810011,0.12499016,0.21616927,0.12567128,0.14783312,0.06771013,0.080894224,0.11098151,0.09866388,0.022002092,-0.15268554,-0.04836469
Bouygues,-0.318167,-0.034456544,0.10908712,-0.0127671985,-0.19557723,0.115730576,-0.07003659,-0.101624474,0.19926836,0.087999634,0.19935101,-0.1040504,0.25279272,0.22637245,0.117218114,0.16367908,0.027793068,-0.005810699,0.05222451,0.051024258,-0.14563039,-0.019822517,-0.17172565,0.14994748,0.10088862,-0.0032401397,-0.10823439,-0.017157827,-0.01510961,-0.24247397,-0.1653705,0.0012602408,-0.11989203,-0.1327255,0.071834795,-0.040151134,0.04581104,-0.0064634327,-0.08851172,-0.15365142,0.22588108,0.020381099,-0.014940543,0.099496126,0.108584315,-0.17407846,0.07179017,-0.055337444,-0.085636884,0.053579286,-0.10676332,-0.111451924,-0.0120241195,0.07126809,-0.05846741,-0.080357715,-0.092506975,0.0071091,-0.10181229,0.12941808,0.0076741166,-0.017752854,-0.041293707,-0.02665146,0.06256497,-0.099597596,0.032426924,-0.07957897,0.04376131,-0.015258259,0.05489837,0.18013972,0.0337578,0.088985056,0.06624349,0.10200646,0.08174487,-0.0012282084,0.0024449022,-0.10841337,-0.060708065
Mitsubishi_Electric,-0.23445442,-0.19296151,0.1829941,-0.12355165,0.077823386,0.14414729,0.17722403,-0.10025877,-0.20831102,-0.06238951,0.15617658,-0.13088383,-0.035467416,0.058634374,-0.02916757,0.22972758,0.053697977,0.0064873025,0.07066822,-0.07437496,0.057569873,-0.0121244285,0.13459624,-0.10101275,0.11135603,0.26422867,0.025783595,0.062428676,0.1927307,-0.14565566,0.13160762,0.006610786,0.02576566,0.16998254,-0.030211123,-0.0115198875,0.04877015,0.008169378,0.05894483,-0.042953406,-0.051112186,0.16552378,-0.19147964,-0.04377183,-0.0281022,-0.19139703,0.21188638,-0.16207698,-0.13460371,0.10489848,0.004690336,0.030061604,0.0200505,-0.10075188,-0.022942767,0.13138863,-0.11810713,-0.037335843,-0.065852456,0.03904674,-0.0057937787,0.11199576,0.0007275628,-0.062265266,0.076246575,0.023400096,0.13249207,0.14882626,0.0023621116,0.06233185,-0.083835006,-0.08779027,-0.10230631,0.0017054545,-0.022214241,0.10449062,-0.02599892,-0.020809205,0.03468218,-0.14985833,0.11379165
Oracle,0.021245215,-0.12646523,0.068119936,0.19500364,0.1579617,0.030350255,0.01980274,-0.10615707,0.0050238715,-0.20135847,0.11137497,-0.2696668,0.04327781,-0.113424435,0.19825326,0.10928757,-0.07130312,-0.2164504,-0.030201204,0.0057250164,-0.07659057,0.07655934,-0.08894455,0.18507145,0.14295459,0.07372068,0.0874699,-0.21854155,0.03786729,-0.124060065,0.028019292,-0.17295259,-0.02665662,0.2032473,0.0872554,0.069098435,0.009154677,-0.009644148,0.0001599372,-0.029372973,-0.004083984,-0.07635537,0.1777948,0.09112488,0.2120171,-0.054449596,0.011018625,-0.16631141,0.0045706346,-0.0002510113,-0.021698471,-0.079556584,-0.09809109,0.12413378,0.14429611,-0.043169666,-0.095955335,-0.08121049,-0.16605157,0.07649043,-0.07407744,0.03165494,-0.13952893,-0.046849106,0.005549714,0.06849013,-0.1589885,0.17306039,0.08023933,-0.11925423,0.1533152,0.11356026,-0.08212946,-0.014255559,-0.08444313,0.06084503,0.054625418,0.029338798,0.15648587,0.048885655,-0.041974407
Jiangsu_Shagang_Group,-0.036115997,-0.0727676,0.09807607,0.16826172,-0.10930453,0.05297741,-0.07321736,0.03730226,0.24957567,-0.027860915,0.26786965,-0.03550486,0.051809702,-0.017296446,0.029925844,-0.021752816,0.016220964,-0.12677011,-0.018569719,-0.1864746,-0.14083123,-0.05518016,0.16396153,0.0074316845,-0.14814748,0.080449946,-0.13661668,0.11493051,0.06289897,-0.08709004,0.015311698,-0.106878,0.097881265,-0.05199922,-0.015488854,0.08920256,-0.15403728,0.07352527,-0.11138686,0.050506998,-0.25035375,0.09122228,-0.0048335125,0.15464573,0.06298971,0.26147917,0.17256896,0.013123997,-0.17322518,0.014001557,-0.119656034,-0.04230679,-0.13741295,-0.04178806,-0.08484051,0.08334135,-0.13043463,-0.16642745,0.0584728,0.11003191,0.0832644,-0.22542983,0.09167454,0.05306734,0.09515455,-0.10967149,0.16775262,0.035156783,0.038908888,-0.13806236,0.055511057,0.15889892,-0.13279735,-0.001210748,0.009407323,0.06515707,0.090466544,-0.03718611,-0.020783683,-0.06525874,0.032954663
